ID;Data;Tipo;Descrição;Categoria;Classificação;Pagamento;Forma de Pagamento;Parcelas;Pagamento Realizado;Valor;Observações;Mês;Ano
772;02/12/2024;Despesa;Vinhos Góes;Viagens;Extra;À Vista;Débito Nubank;;OK;65,7;Pagamento Fatura CC Dezembro;Dezembro;2024
773;02/12/2024;Despesa;Estacionamento Outlet;Viagens;Extra;À Vista;Débito Nubank;;OK;24;Pagamento Fatura CC Dezembro;Dezembro;2024
774;02/12/2024;Despesa;Almoço Domingo - pós SP;Viagens;Extra;À Vista;Débito Nubank;;OK;60,99;Pagamento Fatura CC Dezembro;Dezembro;2024
775;03/12/2024;Despesa;Gatorade pós Corrida;Gastos Gerais Corrida;Extra;À Vista;Débito Nubank;;OK;24;Pagamento Fatura CC BTG;Dezembro;2024
776;03/12/2024;Despesa;Casa Praia Reveillon;Viagens;Não Essencial;Parcelado;Pix;1 de 3;OK;358,11;Pix para Victor Fenerich - Parcela 1/3;Dezembro;2024
777;06/12/2024;Despesa;Passagem ônibus para RP;Viagens;Extra;À Vista;Débito Nubank;;OK;25,89;-;Dezembro;2024
778;06/12/2024;Despesa;Produtos Limpeza - Corrida Solidária;Gastos Gerais Corrida;Não Essencial;À Vista;Pix;;OK;44,12;Pix para Victor Giz;Dezembro;2024
779;06/12/2024;Despesa;Salgadinho Aeroporto;Viagens;Extra;À Vista;Débito Nubank;;OK;22;-;Dezembro;2024
780;06/12/2024;Despesa;Pagamento 50% Hostel;Viagens;Extra;À Vista;Débito Nubank;;OK;105;-;Dezembro;2024
781;07/12/2024;Despesa;Barzinho Sexta Feira BH;Viagens;Extra;À Vista;Débito Nubank;;OK;100;-;Dezembro;2024
782;07/12/2024;Despesa;Hotel Sexta feira BH;Viagens;Extra;À Vista;Débito Nubank;;OK;280;-;Dezembro;2024
783;07/12/2024;Despesa;Água mercado kit corrida;Viagens;Extra;À Vista;Débito Nubank;;OK;2,18;-;Dezembro;2024
784;07/12/2024;Despesa;Cinto para N° de Peito;Viagens;Extra;À Vista;Débito Nubank;;OK;34,9;-;Dezembro;2024
785;07/12/2024;Despesa;Almoço Coco Bambu;Viagens;Extra;À Vista;Débito Nubank;;OK;191,82;-;Dezembro;2024
786;07/12/2024;Despesa;Compra Lojas Americanas;Viagens;Extra;À Vista;Débito Nubank;;OK;15,48;-;Dezembro;2024
787;07/12/2024;Despesa;Jantar Sábado - Dal Grano;Viagens;Extra;À Vista;Débito Nubank;;OK;118,08;-;Dezembro;2024
788;08/12/2024;Despesa;Almoço Domingo - pós Pampulha;Viagens;Extra;À Vista;Débito Nubank;;OK;102,13;-;Dezembro;2024
789;08/12/2024;Despesa;Gastos com Uber - Divido c/ Bruno;Viagens;Extra;À Vista;Pix;;OK;58;Pix para Bruno de Almeida;Dezembro;2024
790;09/12/2024;Despesa;Volta de Ribeirão para Jaboticabal;Viagens;Extra;À Vista;Pix;;OK;115;Pix para Renata;Dezembro;2024
791;09/12/2024;Despesa;Churrasco fim de Ano Corregiz;Gastos Gerais Corrida;Extra;À Vista;Pix;;OK;90;Pix para Victor Giz;Dezembro;2024
792;13/12/2024;Despesa;Ingresso Sr. Boteco;Bar / Restaurante / Churrasco;Extra;À Vista;Pix;;OK;66;Pix para Ingresse;Dezembro;2024
793;13/12/2024;Despesa;Cerveja Sr. Boteco;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;60;-;Dezembro;2024
794;16/12/2024;Despesa;Mc Donald's com os anjinhos;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;62,8;-;Dezembro;2024
795;16/12/2024;Despesa;Sorveteria Cremoso com os anjinhos;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;39,91;-;Dezembro;2024
796;17/12/2024;Despesa;Bolão Mega Sena;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;35;Pix para Jé (Usina);Dezembro;2024
797;20/12/2024;Despesa;Combustível Sertãozinho;Transporte;Extra;À Vista;Débito Nubank;;OK;60;-;Dezembro;2024
798;20/12/2024;Despesa;Presente Regiane & João Pedro;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;112;-;Dezembro;2024
799;20/12/2024;Despesa;Bebida chá de Casa Nova ;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;63,55;-;Dezembro;2024
800;21/12/2024;Despesa;Aniversário Carla;Bar / Restaurante / Churrasco;Extra;À Vista;Pix;;OK;25;Pix para Carla Morello;Dezembro;2024
801;21/12/2024;Despesa;Vivo Controle;Contas Fixas;Essencial;À Vista;Débito Santander;;OK;95;-;Dezembro;2024
802;23/12/2024;Despesa;Mercado Savegango - Risoto Natal;Gastos Extras / Diversos;Não Essencial;À Vista;Débito Santander;;OK;217,53;-;Dezembro;2024
803;23/12/2024;Despesa;Mochila dos EUA;Gastos Extras / Diversos;Não Essencial;À Vista;Pix;;OK;370;Pix para Guilherme;Dezembro;2024
804;27/12/2024;Despesa;Fotos Corridas - Fotop;Gastos Gerais Corrida;Extra;À Vista;Pix;;OK;71,6;Pix para Fotop;Dezembro;2024
805;27/12/2024;Despesa;Bolão Mega Sena - Cesinha;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;24;Pix para César Teles;Dezembro;2024
806;27/12/2024;Despesa;Mercado Savegango - Risoto Maira;Gastos Extras / Diversos;Extra;À Vista;Débito Santander;;OK;250;-;Dezembro;2024
807;29/12/2024;Despesa;Petty - Almoço domingo;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;104,62;-;Dezembro;2024
808;30/12/2024;Despesa;Banho Cachorras;Gastos Extras / Diversos;Essencial;À Vista;Pix;;OK;120;Pix para Janaina ;Dezembro;2024
809;31/12/2024;Despesa;Supermercado Nova - Risoto Ano Novo;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;265,83;-;Dezembro;2024
810;31/12/2024;Despesa;Café da manhá pós corrida - Calipal;Gastos Gerais Corrida;Extra;À Vista;Débito Nubank;;OK;24,9;-;Dezembro;2024
811;01/01/2025;Receita;Salário;Entrada;;;;;OK;4966,7;-;Janeiro;2025
812;29/12/2024;Receita;Pix Léo;Entrada;;;;;OK;14;-;Janeiro;2025
813;02/01/2025;Sobra;Sobra Dezembro 2024;Entrada;;;;;OK;702,438;-;Janeiro;2025
814;14/01/2025;Receita;Pix Joyce IPVA;Entrada;;;;;OK;230;-;Janeiro;2025
815;17/01/2025;Receita;Pix Joyce;Entrada;;;;;OK;27;-;Janeiro;2025
816;20/01/2025;Receita;PPR;Entrada;;;;;OK;2173,41;-;Janeiro;2025
817;29/11/2024;Despesa;Pacote Premiere;Entretenimento;Essencial;Parcelado;Crédito Nubank;9 de 12;OK;29,9;Parcela 9/12 - Pago dia 02/01/2025;Janeiro;2025
818;29/11/2024;Despesa;Viagem para BH;Viagens;Não Essencial;Parcelado;Crédito Nubank;6 de 10;OK;49,63;Parcela 6/10 - Pago dia 02/01/2025;Janeiro;2025
819;29/11/2024;Despesa;Camisas Baw;Roupas e Calçados;Não Essencial;Parcelado;Crédito Nubank;6 de 10;OK;72,198;Parcela 6/10 - Pago dia 02/01/2025;Janeiro;2025
820;29/11/2024;Despesa;Perfume CH ;Cuidados Pessoais;Essencial;Parcelado;Crédito Nubank;5 de 10;OK;46,2;Parcela 5/10 - Pago dia 02/01/2025;Janeiro;2025
821;29/11/2024;Despesa;Seguro Carro;Transporte;Essencial;Parcelado;Crédito Nubank;4 de 5;OK;308,75;Parcela 4/5 - Pago dia 02/01/2025;Janeiro;2025
822;29/11/2024;Despesa;Compra Diversa Amazon;Gastos Extras / Diversos;Não Essencial;Parcelado;Crédito Nubank;3 de 10;OK;75,87;Parcela 3/10 - Pago dia 02/01/2025;Janeiro;2025
823;13/11/2024;Despesa;Suquinho Dedé;Gastos Extras / Diversos;Extra;Parcelado;Crédito Nubank;2 de 2;OK;56,92;Parcela 2/2 - Pago dia 02/01/2025;Janeiro;2025
824;23/10/2024;Despesa;Whey Growth;Gastos Extras / Diversos;Não Essencial;Parcelado;Crédito Santander;2 de 5;OK;50,78;Parcela 2/5 - Pago dia 02/01/2025;Janeiro;2025
825;27/11/2024;Despesa;Peças Conserto Carro;Transporte;Essencial;Parcelado;Crédito Santander;1 de 4;OK;114,75;Parcela 1/4 - Pago dia 02/01/2025;Janeiro;2025
826;30/11/2024;Despesa;Sem Parar;Transporte;Extra;À Vista;Crédito Santander;;OK;50;Pago dia 02/01/2025;Janeiro;2025
827;30/11/2024;Despesa;Sem Parar;Transporte;Extra;À Vista;Crédito Santander;;OK;50;Pago dia 02/01/2025;Janeiro;2025
828;01/12/2024;Despesa;Vinhos Góes;Viagens;Extra;À Vista;Crédito Nubank;;OK;0;Pago dia 02/12/2024;Janeiro;2025
829;01/12/2024;Despesa;Jantar Outback;Viagens;Extra;À Vista;Crédito Nubank;;OK;267,94;Pago dia 02/01/2025;Janeiro;2025
830;01/12/2024;Despesa;Estacionamento Outlet;Viagens;Extra;À Vista;Crédito Nubank;;OK;0;Pago dia 02/12/2024;Janeiro;2025
831;02/12/2024;Despesa;Almoço Domingo - pós SP;Bar / Restaurante / Churrasco;Extra;À Vista;Crédito Nubank;;OK;0;Pago dia 02/12/2024;Janeiro;2025
832;02/12/2024;Despesa;Sem Parar;Transporte;Extra;À Vista;Crédito Santander;;OK;50;Pago dia 02/01/2025;Janeiro;2025
833;02/12/2024;Despesa;Sem Parar;Transporte;Extra;À Vista;Crédito Santander;;OK;50;Pago dia 02/01/2025;Janeiro;2025
834;02/12/2024;Despesa;Sem Parar;Transporte;Extra;À Vista;Crédito Santander;;OK;50;Pago dia 02/01/2025;Janeiro;2025
835;04/12/2024;Despesa;Amazon Prime;Entretenimento;Essencial;À Vista;Crédito Nubank;;OK;19,9;Pago dia 02/01/2025;Janeiro;2025
836;06/12/2024;Despesa;Uber Rodoviárioa > Aeroporto RP;Viagens;Extra;À Vista;Crédito Nubank;;OK;26,93;Pago dia 02/01/2025;Janeiro;2025
837;07/12/2024;Despesa;Uber Aeroporto > Hostel;Viagens;Extra;À Vista;Crédito Nubank;;OK;98,68;Pago dia 02/01/2025;Janeiro;2025
838;06/12/2024;Despesa;Uber Hostel > Bar;Viagens;Extra;À Vista;Crédito Nubank;;OK;15,94;Pago dia 02/01/2025;Janeiro;2025
839;07/12/2024;Despesa;Uber Bar > Hostel;Viagens;Extra;À Vista;Crédito Nubank;;OK;18,98;Pago dia 02/01/2025;Janeiro;2025
840;07/12/2024;Despesa;Uber Hostel > Retirada Kit;Viagens;Extra;À Vista;Crédito Santander;;OK;29,7;Pago dia 02/01/2025;Janeiro;2025
841;07/12/2024;Despesa;Uber Shoping > Hostel;Viagens;Extra;À Vista;Crédito Santander;;OK;28,5;Pago dia 02/01/2025;Janeiro;2025
842;07/12/2024;Despesa;Uber Hostel > Restaurante;Viagens;Extra;À Vista;Crédito Santander;;OK;14,4;Pago dia 02/01/2025;Janeiro;2025
843;11/12/2024;Despesa;HBO Max;Entretenimento;Essencial;À Vista;Crédito Nubank;;OK;29,66;Pago dia 02/01/2025;Janeiro;2025
844;12/12/2024;Despesa;Presente de Natal - Cartinha;Gastos Extras / Diversos;Não Essencial;À Vista;Crédito Nubank;;OK;56,99;Pago dia 02/01/2025;Janeiro;2025
845;21/12/2024;Despesa;Google Storage;Entretenimento;Extra;À Vista;Crédito Nubank;;OK;7,99;Pago dia 02/01/2025;Janeiro;2025
846;21/12/2024;Despesa;Presente de Natal dos Meninos;Gastos Extras / Diversos;Não Essencial;Parcelado;Crédito Nubank;1 de 6;OK;66,3;Parcela 1/6 - Pago dia 02/01/2025;Janeiro;2025
847;23/12/2024;Despesa;Amazon Prime - MAX;Entretenimento;Essencial;À Vista;Crédito Nubank;;OK;3,86;Pago dia 02/01/2025;Janeiro;2025
848;24/12/2024;Despesa;Spotify;Entretenimento;Essencial;À Vista;Crédito Nubank;;OK;27,9;Pago dia 02/01/2025;Janeiro;2025
849;27/12/2024;Despesa;Apple Storage;Entretenimento;Extra;À Vista;Crédito Nubank;;OK;4,9;Pago dia 02/01/2025;Janeiro;2025
850;02/01/2025;Despesa;Instalação do Ar Condicionado;Reposição Reserva;Essencial;Parcelado;Débito Nubank;1 de 10;OK;70;1/10 - Reposição dinheiro resgatado;Janeiro;2025
851;02/01/2025;Despesa;Relógio Garmin;Reposição Reserva;Essencial;Parcelado;Débito Nubank;1 de 10;OK;210;1/10 - Reposição dinheiro resgatado;Janeiro;2025
852;02/01/2025;Despesa;Celular;Reposição Reserva;Essencial;Parcelado;Débito Nubank;1 de 12;OK;200;1/12 - Reposição dinheiro resgatado;Janeiro;2025
853;02/01/2025;Despesa;Fies;Contas Fixas;Essencial;À Vista;Boleto;;OK;208,19;-;Janeiro;2025
854;02/01/2025;Despesa;Mensalidade Corregiz;Gastos Gerais Corrida;Essencial;À Vista;Pix;;OK;90;Pix para Victor Giz;Janeiro;2025
855;02/01/2025;Despesa;Reforma Igreja;Contas Fixas;Essencial;À Vista;Pix;;OK;30;Pix para Edna;Janeiro;2025
856;02/01/2025;Despesa;Ração Cachorras;Gastos Extras / Diversos;Essencial;Parcelado;Pix;3 de 3;OK;100;Pix para Edna - Parcela 3/3;Janeiro;2025
857;02/01/2025;Despesa;Dente da Mãe;Saúde;Essencial;Parcelado;Pix;3 de 10;OK;125;Pix para Edna - Parcela 3/10;Janeiro;2025
858;02/01/2025;Despesa;Gatorade pós Corrida;Gastos Gerais Corrida;Extra;À Vista;Débito Nubank;;OK;86;Pagamento Fatura CC BTG;Janeiro;2025
859;02/01/2025;Despesa;Enviado para o BTG;Poupado / Investimento;Essencial;À Vista;Transf. BTG;;OK;1290;-;Janeiro;2025
860;02/01/2025;Despesa;Taxa de entrega do Visto EUA;Transporte;Essencial;À Vista;Pix;;OK;65;Pix para Guilherme;Janeiro;2025
861;03/01/2025;Despesa;Cerveja churrasco Dessão;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;48;-;Janeiro;2025
862;04/01/2025;Despesa;Chopp Batizado;Bar / Restaurante / Churrasco;Extra;À Vista;Pix;;OK;100;Pix para Fábio Barroso;Janeiro;2025
863;04/01/2025;Despesa;Corte de Cabelo;Cuidados Pessoais;Essencial;À Vista;Pix;;OK;28;Pix para Daniel Barbeiro;Janeiro;2025
864;04/01/2025;Despesa;Bebida Ligeiro (Sábado a tarde);Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;30,8;-;Janeiro;2025
865;04/01/2025;Despesa;Combustível;Transporte;Extra;À Vista;Débito Nubank;;OK;40;-;Janeiro;2025
866;04/01/2025;Despesa;Jantar pós Batizado;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;137,8;-;Janeiro;2025
867;07/01/2025;Despesa;50% da reserva Visto Hostel;Viagens;Essencial;À Vista;Débito Nubank;;OK;65;-;Janeiro;2025
868;07/01/2025;Despesa;30% da reserva Zen Garden Hostel;Viagens;Essencial;À Vista;Pix;;OK;46,5;Pix para Zen Garden Hostel;Janeiro;2025
869;09/01/2025;Despesa;Água Churrasco Shirley ;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;16,95;-;Janeiro;2025
870;10/01/2025;Despesa;Combustível;Transporte;Extra;À Vista;Débito Nubank;;OK;50;-;Janeiro;2025
871;10/01/2025;Despesa;Lanche Salgar - Sexta Feira;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;40,9;-;Janeiro;2025
872;11/01/2025;Despesa;Massagem Vanessa;Cuidados Pessoais;Não Essencial;À Vista;Pix;;OK;85;Pix para Vanessa;Janeiro;2025
873;11/01/2025;Despesa;Pizzaria Sábado a Noite;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;100;-;Janeiro;2025
874;12/01/2025;Despesa;Gatorade pós Corrida;Gastos Gerais Corrida;Extra;À Vista;Débito Nubank;;OK;13,49;-;Janeiro;2025
875;12/01/2025;Despesa;Café da Manhã com as Crianças;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;57,71;-;Janeiro;2025
876;13/01/2025;Despesa;Tampão de ouvido pra natação;Gastos Gerais Corrida;Extra;À Vista;Pix;;OK;46;Pix Shopee;Janeiro;2025
877;15/01/2025;Despesa;Presente Renata;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;95;Pix para Isadora;Janeiro;2025
878;17/01/2025;Despesa;Combustível para Sertãozinho;Transporte;Extra;À Vista;Débito Nubank;;OK;60;-;Janeiro;2025
879;17/01/2025;Despesa;Primeira parcela IPVA;Transporte;Extra;Parcelado;Débito Santander;1 de 5;OK;230;Parcela 1/5;Janeiro;2025
880;17/01/2025;Despesa;Açaí Sexta Feira a noite;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;65,97;-;Janeiro;2025
881;18/01/2025;Despesa;Gordinho Lanche;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;30;-;Janeiro;2025
882;18/01/2025;Despesa;Água Gordinho Lanche;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;5;-;Janeiro;2025
883;19/01/2025;Despesa;Mercado Martins;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;82,4;-;Janeiro;2025
884;20/01/2025;Despesa;Óculos Natação;Gastos Gerais Corrida;Extra;À Vista;Pix;;OK;80;Pix para Guilherme;Janeiro;2025
885;20/01/2025;Despesa;Enviado para o BTG;Poupado / Investimento;Essencial;À Vista;Transf. BTG;;OK;1500;-;Janeiro;2025
886;21/01/2025;Despesa;Vivo Controle;Contas Fixas;Essencial;À Vista;Débito Santander;;OK;95;-;Janeiro;2025
887;23/01/2025;Despesa;Abrapec;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;15;Pix para Abrapec;Janeiro;2025
888;25/01/2025;Despesa;Salgadinho Barroso;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;16,5;-;Janeiro;2025
889;26/01/2025;Despesa;Gatorade pós Corrida;Gastos Gerais Corrida;Extra;À Vista;Débito Nubank;;OK;9;-;Janeiro;2025
890;26/01/2025;Despesa;Café da Manhã pós Corrida;Gastos Gerais Corrida;Extra;À Vista;Débito Nubank;;OK;33,97;-;Janeiro;2025
891;26/01/2025;Despesa;Comida Japonesa Sábado a noite;Bar / Restaurante / Churrasco;Extra;À Vista;Pix;;OK;107;Pix para Joyce;Janeiro;2025
892;27/01/2025;Despesa;Chopp Niver Mary;Bar / Restaurante / Churrasco;Extra;À Vista;Pix;;OK;61,9;Pix para Ligeiro;Janeiro;2025
893;31/01/2025;Despesa;Doces Magnun;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;18;Pix para Magnun;Janeiro;2025
894;31/01/2025;Despesa;Ingresso Sr. Boteco;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;30;Pix para Isabella;Janeiro;2025
895;31/01/2025;Despesa;Instalação Som Carro;Transporte;Extra;À Vista;Pix;;OK;340;Pixa para Thales Som;Janeiro;2025
896;31/01/2025;Despesa;Cerveja Sr. Boteco;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;24;-;Janeiro;2025
897;31/01/2025;Despesa;Cerveja Sr. Boteco;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;60;-;Janeiro;2025
898;01/01/2025;Receita;Salário;Entrada;;;;;OK;4966,84;-;Fevereiro;2025
899;31/01/2025;Sobra;Sobra Janeiro 2025;Entrada;;;;;OK;0,91;-;Fevereiro;2025
900;13/02/2025;Receita;Pix Leo;Entrada;;;;;OK;14;-;Fevereiro;2025
901;30/12/2024;Despesa;Pacote Premiere;Entretenimento;Essencial;Parcelado;Crédito Nubank;10 de 12;OK;29,9;Parcela 10/12 - Pago dia 03/02/2025;Fevereiro;2025
902;30/12/2024;Despesa;Viagem para BH;Viagens;Não Essencial;Parcelado;Crédito Nubank;7 de 10;OK;49,63;Parcela 7/10 - Pago dia 03/02/2025;Fevereiro;2025
903;30/12/2024;Despesa;Camisas Baw;Roupas e Calçados;Não Essencial;Parcelado;Crédito Nubank;7 de 10;OK;72,198;Parcela 7/10 - Pago dia 03/02/2025;Fevereiro;2025
904;30/12/2024;Despesa;Perfume CH ;Cuidados Pessoais;Essencial;Parcelado;Crédito Nubank;6 de 10;OK;46,2;Parcela 6/10 - Pago dia 03/02/2025;Fevereiro;2025
905;30/12/2024;Despesa;Seguro Carro;Transporte;Essencial;Parcelado;Crédito Nubank;5 de 5;OK;308,75;Parcela 5/5 - Pago dia 03/02/2025;Fevereiro;2025
906;30/12/2024;Despesa;Compra Diversa Amazon;Gastos Extras / Diversos;Não Essencial;Parcelado;Crédito Nubank;4 de 10;OK;75,87;Parcela 4/10 - Pago dia 03/02/2025;Fevereiro;2025
907;23/10/2024;Despesa;Whey Growth;Gastos Extras / Diversos;Não Essencial;Parcelado;Crédito Santander;3 de 5;OK;50,78;Parcela 3/5 - Pago dia 01/02/2025;Fevereiro;2025
908;27/11/2024;Despesa;Peças Conserto Carro;Transporte;Essencial;Parcelado;Crédito Santander;2 de 4;OK;114,75;Parcela 2/4 - Pago dia 01/02/2025;Fevereiro;2025
909;30/12/2024;Despesa;Presente de Natal dos Meninos;Gastos Extras / Diversos;Não Essencial;Parcelado;Crédito Nubank;2 de 6;OK;66,26;Parcela 2/6 - Pago dia 03/02/2025;Fevereiro;2025
910;23/12/2024;Despesa;Barraca Mercado Livre;Gastos Extras / Diversos;Extra;À Vista;Crédito Santander;;OK;139,4;Pago dia 01/02/2024;Fevereiro;2025
911;31/12/2024;Despesa;Sungas e Óculos de Natação;Gastos Gerais Corrida;Extra;Parcelado;Crédito Nubank;1 de 3;OK;84,39;Parcela 1/3 - Pago dia 03/02/2025;Fevereiro;2025
912;02/01/2025;Despesa;Mensalidade Jan. Cardiofísico;Saúde;Essencial;À Vista;Crédito Nubank;;OK;117;Pago dia 03/02/2025;Fevereiro;2025
913;04/01/2025;Despesa;Amazon Prime;Entretenimento;Essencial;À Vista;Crédito Nubank;;OK;19,9;Pago dia 03/02/2025;Fevereiro;2025
914;06/01/2025;Despesa;Carregadores Aliexpress;Gastos Extras / Diversos;Não Essencial;Parcelado;Crédito Nubank;1 de 4;OK;43,49;Parcela 1/4 - Pago dia 03/02/2025;Fevereiro;2025
915;07/01/2025;Despesa;50% da reserva Visto Hostel;Viagens;Essencial;À Vista;Crédito Nubank;;OK;65,5;Pago dia 03/02/2025;Fevereiro;2025
916;10/01/2025;Despesa;Ifood Sexta Feira;Bar / Restaurante / Churrasco;Extra;À Vista;Crédito Nubank;;OK;8,98;Pago dia 03/02/2025;Fevereiro;2025
917;11/01/2025;Despesa;HBO Max;Entretenimento;Essencial;À Vista;Crédito Nubank;;OK;33,91;Pago dia 03/02/2025;Fevereiro;2025
918;12/01/2025;Despesa;Cerveja Savegnago - Domingo;Bar / Restaurante / Churrasco;Extra;À Vista;Crédito Nubank;;OK;143,64;Pago dia 03/02/2025;Fevereiro;2025
919;17/01/2025;Despesa;Sem Parar;Transporte;Extra;À Vista;Crédito Santander;;OK;50;Pago dia 01/02/2024;Fevereiro;2025
920;21/01/2025;Despesa;Google Storage;Entretenimento;Extra;À Vista;Crédito Nubank;;OK;7,99;Pago dia 03/02/2025;Fevereiro;2025
921;24/01/2025;Despesa;Spotify;Entretenimento;Essencial;À Vista;Crédito Nubank;;OK;27,9;Pago dia 03/02/2025;Fevereiro;2025
922;27/01/2025;Despesa;Apple Storage;Entretenimento;Extra;À Vista;Crédito Nubank;;OK;4,9;Pago dia 03/02/2025;Fevereiro;2025
923;25/01/2025;Despesa;Presente Mary;Gastos Extras / Diversos;Extra;À Vista;Crédito Nubank;;OK;224;Pago dia 03/02/2025;Fevereiro;2025
924;04/02/2025;Despesa;Instalação do Ar Condicionado;Reposição Reserva;Essencial;Parcelado;Débito Nubank;2 de 10;OK;70;2/10 - Reposição dinheiro resgatado;Fevereiro;2025
925;04/02/2025;Despesa;Relógio Garmin;Reposição Reserva;Essencial;Parcelado;Débito Nubank;2 de 10;OK;210;2/10 - Reposição dinheiro resgatado;Fevereiro;2025
926;04/02/2025;Despesa;Celular;Reposição Reserva;Essencial;Parcelado;Débito Nubank;2 de 12;OK;200;2/12 - Reposição dinheiro resgatado;Fevereiro;2025
927;04/02/2025;Despesa;Taxa Visto EUA;Reposição Reserva;Essencial;Parcelado;Débito Nubank;1 de 10;OK;120;1/10 - Reposição dinheiro resgatado;Fevereiro;2025
928;01/02/2025;Despesa;Retorno Nutricionista;Saúde;Essencial;À Vista;Pix;;OK;100;Pix para Hianka;Fevereiro;2025
929;01/02/2025;Despesa;Gel e Barra de Proteínas - Cardiofísico;Gastos Gerais Corrida;Extra;À Vista;Débito Santander;;OK;28,3;-;Fevereiro;2025
930;02/02/2025;Despesa;Gatorade pós Corrida;Gastos Gerais Corrida;Extra;À Vista;Débito Santander;;OK;16,99;-;Fevereiro;2025
931;03/02/2025;Despesa;Fies;Contas Fixas;Essencial;À Vista;Boleto;;OK;208,19;-;Fevereiro;2025
932;03/02/2025;Despesa;Mensalidade Corregiz;Gastos Gerais Corrida;Essencial;À Vista;Pix;;OK;90;Pix para Victor Giz;Fevereiro;2025
933;03/02/2025;Despesa;Reforma Igreja;Contas Fixas;Essencial;À Vista;Pix;;OK;30;Pix para Edna;Fevereiro;2025
934;03/02/2025;Despesa;Dente da Mãe;Saúde;Essencial;Parcelado;Pix;4 de 10;OK;125;Pix para Edna - Parcela 4/10;Fevereiro;2025
935;03/02/2025;Despesa;Cartão de Crédito BTG;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;140;Pagamento Fatura CC BTG;Fevereiro;2025
936;06/02/2025;Despesa;Banho Cachorras;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;130;Pix para Edna;Fevereiro;2025
937;07/02/2025;Despesa;Combustível Sertãozinho;Transporte;Extra;À Vista;Débito Nubank;;OK;60;-;Fevereiro;2025
938;08/02/2025;Despesa;Fotos Visto;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;40;-;Fevereiro;2025
939;09/02/2025;Despesa;Sorvete Chiquinho;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;39;-;Fevereiro;2025
940;08/02/2025;Despesa;Bebidas Churrasco Balão - Sábado;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;32;-;Fevereiro;2025
941;09/02/2025;Despesa;Combustível Jaboticabal;Transporte;Extra;À Vista;Débito Nubank;;OK;30;-;Fevereiro;2025
942;09/02/2025;Despesa;Bebidas Churrasco Anjos - Domingo;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;30,9;-;Fevereiro;2025
943;10/02/2025;Despesa;Whey Mercado Livre;Cuidados Pessoais;Não Essencial;À Vista;Pix;;OK;124,58;Pix Mercado Livre;Fevereiro;2025
944;14/02/2025;Despesa;Savegnago - Sexta feira;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;52,34;-;Fevereiro;2025
945;15/02/2025;Despesa;Combustível Corrida AeroRun;Gastos Gerais Corrida;Extra;À Vista;Débito Nubank;;OK;80;-;Fevereiro;2025
946;15/02/2025;Despesa;Jantar Sábado - Up Sushi;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;29,99;-;Fevereiro;2025
947;16/02/2025;Despesa;Energético pré prova;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;12,9;-;Fevereiro;2025
948;16/02/2025;Despesa;Café da manhã pós prova;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;30,46;-;Fevereiro;2025
